source_row_id,scenario,scenario_family,rail,payment_method,intent_amount,expected_settlement_amount,expected_unmatched_amount,expected_under_settlement_amount,expected_reversal_amount,expected_total_leakage_amount,has_settlement,settlement_delay_days,blank_provider_ref,blank_bank_ref,blank_client_ref
447,under_settle_15,under,UPI,UPI,4435.08,3769.82,0.00,665.26,0.00,665.26,true,2,false,false,false
448,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,2483.50,2483.50,0.00,0.00,0.00,0.00,true,1,true,true,false
449,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,625.62,0.00,625.62,0.00,0.00,625.62,false,0,false,false,false
450,clean,clean,UPI,UPI,2972.76,2972.76,0.00,0.00,0.00,0.00,true,0,false,false,false
451,clean,clean,UPI,UPI,1001.85,1001.85,0.00,0.00,0.00,0.00,true,0,false,false,false
452,clean,clean,IMPS,BANK_TRANSFER,4890.41,4890.41,0.00,0.00,0.00,0.00,true,0,false,false,false
453,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,3142.31,2670.96,0.00,471.35,0.00,471.35,true,4,true,false,false
454,unmatched_intent,unmatched,UPI,UPI,2105.20,0.00,2105.20,0.00,0.00,2105.20,false,0,false,false,false
455,unmatched_intent,unmatched,UPI,UPI,3335.75,0.00,3335.75,0.00,0.00,3335.75,false,0,false,false,false
456,under_settle_08,under,IMPS,BANK_TRANSFER,3598.24,3310.38,0.00,287.86,0.00,287.86,true,1,false,false,false
457,under_settle_30,under,UPI,UPI,2387.97,1671.58,0.00,716.39,0.00,716.39,true,3,false,false,false
458,under_settle_08,under,IMPS,BANK_TRANSFER,2898.42,2666.55,0.00,231.87,0.00,231.87,true,1,false,false,false
459,clean,clean,UPI,UPI,845.89,845.89,0.00,0.00,0.00,0.00,true,0,false,false,false
460,clean_delay_5d,clean_delay,IMPS,BANK_TRANSFER,3150.71,3150.71,0.00,0.00,0.00,0.00,true,5,false,false,false
461,clean_delay_2d,clean_delay,UPI,UPI,3769.00,3769.00,0.00,0.00,0.00,0.00,true,2,false,false,false
462,ref_stress_clean,ref_stress,UPI,UPI,2702.40,2702.40,0.00,0.00,0.00,0.00,true,1,true,true,false
463,unmatched_intent,unmatched,UPI,UPI,3321.68,0.00,3321.68,0.00,0.00,3321.68,false,0,false,false,false
464,clean,clean,UPI,UPI,4260.54,4260.54,0.00,0.00,0.00,0.00,true,0,false,false,false
465,unmatched_intent,unmatched,UPI,UPI,255.54,0.00,255.54,0.00,0.00,255.54,false,0,false,false,false
466,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,3733.41,0.00,3733.41,0.00,0.00,3733.41,false,0,false,false,false
467,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,4412.60,0.00,4412.60,0.00,0.00,4412.60,false,0,false,false,false
468,clean,clean,UPI,UPI,1093.71,1093.71,0.00,0.00,0.00,0.00,true,0,false,false,false
469,unmatched_intent,unmatched,UPI,UPI,589.67,0.00,589.67,0.00,0.00,589.67,false,0,false,false,false
470,clean,clean,UPI,UPI,4218.88,4218.88,0.00,0.00,0.00,0.00,true,0,false,false,false
471,under_settle_15,under,UPI,UPI,4516.64,3839.14,0.00,677.50,0.00,677.50,true,2,false,false,false
472,clean,clean,UPI,UPI,2222.85,2222.85,0.00,0.00,0.00,0.00,true,0,false,false,false
473,clean,clean,IMPS,BANK_TRANSFER,4141.74,4141.74,0.00,0.00,0.00,0.00,true,0,false,false,false
474,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,2260.40,0.00,2260.40,0.00,0.00,2260.40,false,0,false,false,false
475,clean,clean,IMPS,BANK_TRANSFER,3900.07,3900.07,0.00,0.00,0.00,0.00,true,0,false,false,false
476,clean,clean,IMPS,BANK_TRANSFER,1454.00,1454.00,0.00,0.00,0.00,0.00,true,0,false,false,false
477,clean,clean,IMPS,BANK_TRANSFER,350.56,350.56,0.00,0.00,0.00,0.00,true,0,false,false,false
478,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,721.13,721.13,0.00,0.00,0.00,0.00,true,2,false,false,false
479,clean,clean,IMPS,BANK_TRANSFER,2777.89,2777.89,0.00,0.00,0.00,0.00,true,0,false,false,false
480,clean_delay_2d,clean_delay,UPI,UPI,685.32,685.32,0.00,0.00,0.00,0.00,true,2,false,false,false
481,clean,clean,UPI,UPI,4391.59,4391.59,0.00,0.00,0.00,0.00,true,0,false,false,false
482,unmatched_intent,unmatched,UPI,UPI,4777.43,0.00,4777.43,0.00,0.00,4777.43,false,0,false,false,false
483,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,2521.23,0.00,2521.23,0.00,0.00,2521.23,false,0,false,false,false
484,clean_delay_5d,clean_delay,UPI,UPI,3287.33,3287.33,0.00,0.00,0.00,0.00,true,5,false,false,false
485,under_settle_08,under,UPI,UPI,4488.63,4129.54,0.00,359.09,0.00,359.09,true,1,false,false,false
486,clean,clean,IMPS,BANK_TRANSFER,1597.20,1597.20,0.00,0.00,0.00,0.00,true,0,false,false,false
487,unmatched_intent,unmatched,UPI,UPI,2036.75,0.00,2036.75,0.00,0.00,2036.75,false,0,false,false,false
488,unmatched_intent,unmatched,UPI,UPI,309.36,0.00,309.36,0.00,0.00,309.36,false,0,false,false,false
489,under_settle_15,under,UPI,UPI,2442.44,2076.07,0.00,366.37,0.00,366.37,true,2,false,false,false
490,under_settle_30,under,UPI,UPI,3409.73,2386.81,0.00,1022.92,0.00,1022.92,true,3,false,false,false
491,clean,clean,UPI,UPI,3020.09,3020.09,0.00,0.00,0.00,0.00,true,0,false,false,false
492,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,4375.61,4375.61,0.00,0.00,0.00,0.00,true,1,true,true,false
493,clean,clean,IMPS,BANK_TRANSFER,3842.54,3842.54,0.00,0.00,0.00,0.00,true,0,false,false,false
494,clean,clean,UPI,UPI,2447.17,2447.17,0.00,0.00,0.00,0.00,true,0,false,false,false
495,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,2158.84,0.00,2158.84,0.00,0.00,2158.84,false,0,false,false,false
496,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,481.46,481.46,0.00,0.00,0.00,0.00,true,2,false,false,false
497,under_settle_15_ref_stress,under_ref_stress,IMPS,BANK_TRANSFER,3941.94,3350.65,0.00,591.29,0.00,591.29,true,4,true,false,false
498,under_settle_30,under,UPI,UPI,2396.87,1677.81,0.00,719.06,0.00,719.06,true,3,false,false,false
499,clean,clean,UPI,UPI,4906.78,4906.78,0.00,0.00,0.00,0.00,true,0,false,false,false
500,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,2697.07,2292.51,0.00,404.56,0.00,404.56,true,4,true,false,false
501,clean_delay_5d,clean_delay,UPI,UPI,4239.28,4239.28,0.00,0.00,0.00,0.00,true,5,false,false,false
502,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,1469.83,1469.83,0.00,0.00,0.00,0.00,true,1,true,true,false
503,clean_delay_2d,clean_delay,UPI,UPI,476.23,476.23,0.00,0.00,0.00,0.00,true,2,false,false,false
504,clean_delay_5d,clean_delay,UPI,UPI,4207.32,4207.32,0.00,0.00,0.00,0.00,true,5,false,false,false
505,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,3171.50,2695.78,0.00,475.72,0.00,475.72,true,4,true,false,false
506,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,1381.91,1174.62,0.00,207.29,0.00,207.29,true,4,true,false,false
507,under_settle_30,under,IMPS,BANK_TRANSFER,4885.28,3419.70,0.00,1465.58,0.00,1465.58,true,3,false,false,false
508,under_settle_15_ref_stress,under_ref_stress,UPI,UPI,1528.37,1299.11,0.00,229.26,0.00,229.26,true,4,true,false,false
509,unmatched_intent,unmatched,UPI,UPI,4981.19,0.00,4981.19,0.00,0.00,4981.19,false,0,false,false,false
510,clean,clean,IMPS,BANK_TRANSFER,1306.11,1306.11,0.00,0.00,0.00,0.00,true,0,false,false,false
511,under_settle_30,under,UPI,UPI,1630.37,1141.26,0.00,489.11,0.00,489.11,true,3,false,false,false
512,under_settle_08,under,IMPS,BANK_TRANSFER,1307.81,1203.19,0.00,104.62,0.00,104.62,true,1,false,false,false
513,under_settle_15,under,UPI,UPI,2162.28,1837.94,0.00,324.34,0.00,324.34,true,2,false,false,false
514,clean,clean,IMPS,BANK_TRANSFER,4082.11,4082.11,0.00,0.00,0.00,0.00,true,0,false,false,false
515,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,3374.43,3374.43,0.00,0.00,0.00,0.00,true,2,false,false,false
516,under_settle_15,under,UPI,UPI,4864.76,4135.05,0.00,729.71,0.00,729.71,true,2,false,false,false
517,under_settle_30,under,IMPS,BANK_TRANSFER,1683.04,1178.13,0.00,504.91,0.00,504.91,true,3,false,false,false
518,under_settle_08,under,IMPS,BANK_TRANSFER,4258.85,3918.14,0.00,340.71,0.00,340.71,true,1,false,false,false
519,under_settle_08,under,UPI,UPI,4401.43,4049.32,0.00,352.11,0.00,352.11,true,1,false,false,false
520,clean,clean,IMPS,BANK_TRANSFER,3607.58,3607.58,0.00,0.00,0.00,0.00,true,0,false,false,false
521,under_settle_08,under,UPI,UPI,387.21,356.23,0.00,30.98,0.00,30.98,true,1,false,false,false
522,clean,clean,IMPS,BANK_TRANSFER,1382.39,1382.39,0.00,0.00,0.00,0.00,true,0,false,false,false
523,clean,clean,IMPS,BANK_TRANSFER,616.07,616.07,0.00,0.00,0.00,0.00,true,0,false,false,false
524,clean_delay_2d,clean_delay,UPI,UPI,476.84,476.84,0.00,0.00,0.00,0.00,true,2,false,false,false
525,clean,clean,IMPS,BANK_TRANSFER,4829.27,4829.27,0.00,0.00,0.00,0.00,true,0,false,false,false
526,clean,clean,UPI,UPI,1257.03,1257.03,0.00,0.00,0.00,0.00,true,0,false,false,false
527,clean,clean,IMPS,BANK_TRANSFER,3600.99,3600.99,0.00,0.00,0.00,0.00,true,0,false,false,false
528,clean,clean,IMPS,BANK_TRANSFER,3092.84,3092.84,0.00,0.00,0.00,0.00,true,0,false,false,false
529,clean,clean,UPI,UPI,1890.96,1890.96,0.00,0.00,0.00,0.00,true,0,false,false,false
530,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,4295.08,4295.08,0.00,0.00,0.00,0.00,true,1,true,true,false
531,clean,clean,IMPS,BANK_TRANSFER,3004.19,3004.19,0.00,0.00,0.00,0.00,true,0,false,false,false
532,clean,clean,UPI,UPI,2910.30,2910.30,0.00,0.00,0.00,0.00,true,0,false,false,false
533,clean,clean,IMPS,BANK_TRANSFER,4129.36,4129.36,0.00,0.00,0.00,0.00,true,0,false,false,false
534,under_settle_08,under,UPI,UPI,1671.57,1537.84,0.00,133.73,0.00,133.73,true,1,false,false,false
535,clean,clean,IMPS,BANK_TRANSFER,698.79,698.79,0.00,0.00,0.00,0.00,true,0,false,false,false
536,clean,clean,UPI,UPI,2912.64,2912.64,0.00,0.00,0.00,0.00,true,0,false,false,false
537,under_settle_08,under,UPI,UPI,4812.59,4427.58,0.00,385.01,0.00,385.01,true,1,false,false,false
538,clean,clean,IMPS,BANK_TRANSFER,462.56,462.56,0.00,0.00,0.00,0.00,true,0,false,false,false
539,under_settle_30,under,UPI,UPI,1053.23,737.26,0.00,315.97,0.00,315.97,true,3,false,false,false
540,clean,clean,UPI,UPI,2772.46,2772.46,0.00,0.00,0.00,0.00,true,0,false,false,false
541,clean,clean,UPI,UPI,2998.41,2998.41,0.00,0.00,0.00,0.00,true,0,false,false,false
542,clean_delay_5d,clean_delay,UPI,UPI,587.68,587.68,0.00,0.00,0.00,0.00,true,5,false,false,false
543,clean,clean,UPI,UPI,4541.70,4541.70,0.00,0.00,0.00,0.00,true,0,false,false,false
544,clean,clean,UPI,UPI,1494.03,1494.03,0.00,0.00,0.00,0.00,true,0,false,false,false
545,clean,clean,IMPS,BANK_TRANSFER,2155.37,2155.37,0.00,0.00,0.00,0.00,true,0,false,false,false
546,clean,clean,IMPS,BANK_TRANSFER,3430.55,3430.55,0.00,0.00,0.00,0.00,true,0,false,false,false
547,clean_delay_2d,clean_delay,UPI,UPI,1115.38,1115.38,0.00,0.00,0.00,0.00,true,2,false,false,false
548,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,4796.16,4796.16,0.00,0.00,0.00,0.00,true,2,false,false,false
549,clean,clean,UPI,UPI,2278.53,2278.53,0.00,0.00,0.00,0.00,true,0,false,false,false
550,clean,clean,UPI,UPI,4220.89,4220.89,0.00,0.00,0.00,0.00,true,0,false,false,false
551,clean,clean,UPI,UPI,1243.73,1243.73,0.00,0.00,0.00,0.00,true,0,false,false,false
552,clean_delay_2d,clean_delay,UPI,UPI,3915.42,3915.42,0.00,0.00,0.00,0.00,true,2,false,false,false
553,clean_delay_2d,clean_delay,UPI,UPI,1854.81,1854.81,0.00,0.00,0.00,0.00,true,2,false,false,false
554,clean,clean,UPI,UPI,3245.07,3245.07,0.00,0.00,0.00,0.00,true,0,false,false,false
555,clean_delay_2d,clean_delay,UPI,UPI,1323.17,1323.17,0.00,0.00,0.00,0.00,true,2,false,false,false
556,under_settle_08,under,IMPS,BANK_TRANSFER,1412.40,1299.41,0.00,112.99,0.00,112.99,true,1,false,false,false
557,clean,clean,UPI,UPI,2566.09,2566.09,0.00,0.00,0.00,0.00,true,0,false,false,false
558,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,4728.43,4728.43,0.00,0.00,0.00,0.00,true,2,false,false,false
559,under_settle_08,under,IMPS,BANK_TRANSFER,343.66,316.17,0.00,27.49,0.00,27.49,true,1,false,false,false
560,under_settle_15,under,IMPS,BANK_TRANSFER,2727.90,2318.72,0.00,409.18,0.00,409.18,true,2,false,false,false
561,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,516.14,516.14,0.00,0.00,0.00,0.00,true,2,false,false,false
562,clean_delay_2d,clean_delay,UPI,UPI,2072.65,2072.65,0.00,0.00,0.00,0.00,true,2,false,false,false
563,clean,clean,UPI,UPI,734.14,734.14,0.00,0.00,0.00,0.00,true,0,false,false,false
564,clean,clean,UPI,UPI,1478.01,1478.01,0.00,0.00,0.00,0.00,true,0,false,false,false
565,clean,clean,IMPS,BANK_TRANSFER,4896.03,4896.03,0.00,0.00,0.00,0.00,true,0,false,false,false
566,under_settle_08,under,UPI,UPI,4780.60,4398.15,0.00,382.45,0.00,382.45,true,1,false,false,false
567,unmatched_intent,unmatched,UPI,UPI,2229.51,0.00,2229.51,0.00,0.00,2229.51,false,0,false,false,false
568,clean,clean,IMPS,BANK_TRANSFER,1396.75,1396.75,0.00,0.00,0.00,0.00,true,0,false,false,false
569,clean,clean,UPI,UPI,535.65,535.65,0.00,0.00,0.00,0.00,true,0,false,false,false
570,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,1582.32,0.00,1582.32,0.00,0.00,1582.32,false,0,false,false,false
571,clean,clean,UPI,UPI,2338.20,2338.20,0.00,0.00,0.00,0.00,true,0,false,false,false
572,under_settle_15,under,UPI,UPI,472.33,401.48,0.00,70.85,0.00,70.85,true,2,false,false,false
573,clean,clean,IMPS,BANK_TRANSFER,3401.77,3401.77,0.00,0.00,0.00,0.00,true,0,false,false,false
574,clean_delay_5d,clean_delay,UPI,UPI,737.93,737.93,0.00,0.00,0.00,0.00,true,5,false,false,false
575,clean,clean,IMPS,BANK_TRANSFER,4516.86,4516.86,0.00,0.00,0.00,0.00,true,0,false,false,false
576,under_settle_30,under,IMPS,BANK_TRANSFER,4433.53,3103.47,0.00,1330.06,0.00,1330.06,true,3,false,false,false
577,under_settle_15,under,UPI,UPI,3171.35,2695.65,0.00,475.70,0.00,475.70,true,2,false,false,false
578,ref_stress_clean,ref_stress,UPI,UPI,2698.93,2698.93,0.00,0.00,0.00,0.00,true,1,true,true,false
579,clean_delay_5d,clean_delay,IMPS,BANK_TRANSFER,3310.63,3310.63,0.00,0.00,0.00,0.00,true,5,false,false,false
580,under_settle_15,under,IMPS,BANK_TRANSFER,425.47,361.65,0.00,63.82,0.00,63.82,true,2,false,false,false
581,under_settle_15,under,UPI,UPI,2293.60,1949.56,0.00,344.04,0.00,344.04,true,2,false,false,false
582,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,598.15,0.00,598.15,0.00,0.00,598.15,false,0,false,false,false
583,unmatched_intent,unmatched,UPI,UPI,2881.96,0.00,2881.96,0.00,0.00,2881.96,false,0,false,false,false
584,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,4535.37,4535.37,0.00,0.00,0.00,0.00,true,2,false,false,false
585,under_settle_15,under,UPI,UPI,4233.57,3598.53,0.00,635.04,0.00,635.04,true,2,false,false,false
586,clean,clean,IMPS,BANK_TRANSFER,3758.99,3758.99,0.00,0.00,0.00,0.00,true,0,false,false,false
587,unmatched_intent,unmatched,UPI,UPI,661.78,0.00,661.78,0.00,0.00,661.78,false,0,false,false,false
588,under_settle_08,under,UPI,UPI,1331.63,1225.10,0.00,106.53,0.00,106.53,true,1,false,false,false
589,clean,clean,IMPS,BANK_TRANSFER,1638.97,1638.97,0.00,0.00,0.00,0.00,true,0,false,false,false
590,under_settle_30,under,UPI,UPI,148.64,104.05,0.00,44.59,0.00,44.59,true,3,false,false,false
591,clean,clean,IMPS,BANK_TRANSFER,4563.86,4563.86,0.00,0.00,0.00,0.00,true,0,false,false,false
592,under_settle_08,under,UPI,UPI,3382.89,3112.26,0.00,270.63,0.00,270.63,true,1,false,false,false
593,clean_delay_2d,clean_delay,UPI,UPI,4335.29,4335.29,0.00,0.00,0.00,0.00,true,2,false,false,false
594,clean,clean,UPI,UPI,438.27,438.27,0.00,0.00,0.00,0.00,true,0,false,false,false
595,ref_stress_clean,ref_stress,UPI,UPI,2583.76,2583.76,0.00,0.00,0.00,0.00,true,1,true,true,false
596,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,1094.06,1094.06,0.00,0.00,0.00,0.00,true,2,false,false,false
597,under_settle_08,under,IMPS,BANK_TRANSFER,4598.73,4230.83,0.00,367.90,0.00,367.90,true,1,false,false,false
598,ref_stress_clean,ref_stress,UPI,UPI,4621.35,4621.35,0.00,0.00,0.00,0.00,true,1,true,true,false
599,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,2984.34,2984.34,0.00,0.00,0.00,0.00,true,2,false,false,false
600,clean,clean,UPI,UPI,2549.28,2549.28,0.00,0.00,0.00,0.00,true,0,false,false,false
601,under_settle_15,under,UPI,UPI,381.18,324.00,0.00,57.18,0.00,57.18,true,2,false,false,false
602,clean_delay_2d,clean_delay,UPI,UPI,3136.97,3136.97,0.00,0.00,0.00,0.00,true,2,false,false,false
603,clean,clean,UPI,UPI,2664.67,2664.67,0.00,0.00,0.00,0.00,true,0,false,false,false
604,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,2580.09,0.00,2580.09,0.00,0.00,2580.09,false,0,false,false,false
605,clean,clean,UPI,UPI,388.66,388.66,0.00,0.00,0.00,0.00,true,0,false,false,false
606,unmatched_intent,unmatched,UPI,UPI,2848.35,0.00,2848.35,0.00,0.00,2848.35,false,0,false,false,false
607,clean_delay_2d,clean_delay,IMPS,BANK_TRANSFER,703.06,703.06,0.00,0.00,0.00,0.00,true,2,false,false,false
608,clean,clean,UPI,UPI,1094.45,1094.45,0.00,0.00,0.00,0.00,true,0,false,false,false
609,ref_stress_clean,ref_stress,UPI,UPI,1129.16,1129.16,0.00,0.00,0.00,0.00,true,1,true,true,false
610,under_settle_08,under,IMPS,BANK_TRANSFER,3744.44,3444.88,0.00,299.56,0.00,299.56,true,1,false,false,false
611,under_settle_08,under,IMPS,BANK_TRANSFER,2621.36,2411.65,0.00,209.71,0.00,209.71,true,1,false,false,false
612,clean_delay_5d,clean_delay,UPI,UPI,2679.11,2679.11,0.00,0.00,0.00,0.00,true,5,false,false,false
613,under_settle_15,under,UPI,UPI,1251.42,1063.71,0.00,187.71,0.00,187.71,true,2,false,false,false
614,clean,clean,UPI,UPI,3616.88,3616.88,0.00,0.00,0.00,0.00,true,0,false,false,false
615,ref_stress_clean,ref_stress,UPI,UPI,3809.15,3809.15,0.00,0.00,0.00,0.00,true,1,true,true,false
616,clean,clean,UPI,UPI,494.77,494.77,0.00,0.00,0.00,0.00,true,0,false,false,false
617,under_settle_15,under,UPI,UPI,2163.40,1838.89,0.00,324.51,0.00,324.51,true,2,false,false,false
618,clean,clean,UPI,UPI,4843.48,4843.48,0.00,0.00,0.00,0.00,true,0,false,false,false
619,under_settle_08,under,IMPS,BANK_TRANSFER,4336.24,3989.34,0.00,346.90,0.00,346.90,true,1,false,false,false
620,clean,clean,IMPS,BANK_TRANSFER,193.96,193.96,0.00,0.00,0.00,0.00,true,0,false,false,false
621,under_settle_30,under,IMPS,BANK_TRANSFER,1013.53,709.47,0.00,304.06,0.00,304.06,true,3,false,false,false
622,ref_stress_clean,ref_stress,UPI,UPI,3193.39,3193.39,0.00,0.00,0.00,0.00,true,1,true,true,false
623,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,3762.82,0.00,3762.82,0.00,0.00,3762.82,false,0,false,false,false
624,unmatched_intent,unmatched,UPI,UPI,1982.61,0.00,1982.61,0.00,0.00,1982.61,false,0,false,false,false
625,under_settle_08,under,UPI,UPI,270.84,249.17,0.00,21.67,0.00,21.67,true,1,false,false,false
626,clean,clean,UPI,UPI,3915.14,3915.14,0.00,0.00,0.00,0.00,true,0,false,false,false
627,under_settle_15,under,IMPS,BANK_TRANSFER,4425.08,3761.32,0.00,663.76,0.00,663.76,true,2,false,false,false
628,clean,clean,IMPS,BANK_TRANSFER,1810.41,1810.41,0.00,0.00,0.00,0.00,true,0,false,false,false
629,clean,clean,UPI,UPI,4846.66,4846.66,0.00,0.00,0.00,0.00,true,0,false,false,false
630,under_settle_08,under,IMPS,BANK_TRANSFER,1822.65,1676.84,0.00,145.81,0.00,145.81,true,1,false,false,false
631,clean_delay_2d,clean_delay,UPI,UPI,4084.23,4084.23,0.00,0.00,0.00,0.00,true,2,false,false,false
632,clean,clean,IMPS,BANK_TRANSFER,4216.47,4216.47,0.00,0.00,0.00,0.00,true,0,false,false,false
633,clean,clean,UPI,UPI,1172.72,1172.72,0.00,0.00,0.00,0.00,true,0,false,false,false
634,unmatched_intent,unmatched,UPI,UPI,2901.66,0.00,2901.66,0.00,0.00,2901.66,false,0,false,false,false
635,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,1921.21,0.00,1921.21,0.00,0.00,1921.21,false,0,false,false,false
636,under_settle_30,under,UPI,UPI,3136.13,2195.29,0.00,940.84,0.00,940.84,true,3,false,false,false
637,unmatched_intent,unmatched,UPI,UPI,3199.09,0.00,3199.09,0.00,0.00,3199.09,false,0,false,false,false
638,under_settle_15,under,IMPS,BANK_TRANSFER,828.95,704.61,0.00,124.34,0.00,124.34,true,2,false,false,false
639,clean_delay_2d,clean_delay,UPI,UPI,573.47,573.47,0.00,0.00,0.00,0.00,true,2,false,false,false
640,clean,clean,IMPS,BANK_TRANSFER,2045.92,2045.92,0.00,0.00,0.00,0.00,true,0,false,false,false
641,clean,clean,IMPS,BANK_TRANSFER,434.66,434.66,0.00,0.00,0.00,0.00,true,0,false,false,false
642,clean,clean,UPI,UPI,674.54,674.54,0.00,0.00,0.00,0.00,true,0,false,false,false
643,under_settle_08,under,UPI,UPI,3773.21,3471.35,0.00,301.86,0.00,301.86,true,1,false,false,false
644,clean,clean,IMPS,BANK_TRANSFER,1993.04,1993.04,0.00,0.00,0.00,0.00,true,0,false,false,false
645,clean_delay_5d,clean_delay,UPI,UPI,4012.35,4012.35,0.00,0.00,0.00,0.00,true,5,false,false,false
646,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,445.05,0.00,445.05,0.00,0.00,445.05,false,0,false,false,false
647,clean_delay_5d,clean_delay,IMPS,BANK_TRANSFER,2443.31,2443.31,0.00,0.00,0.00,0.00,true,5,false,false,false
648,clean_delay_2d,clean_delay,UPI,UPI,265.60,265.60,0.00,0.00,0.00,0.00,true,2,false,false,false
649,clean,clean,UPI,UPI,3627.13,3627.13,0.00,0.00,0.00,0.00,true,0,false,false,false
650,clean_delay_2d,clean_delay,UPI,UPI,1304.13,1304.13,0.00,0.00,0.00,0.00,true,2,false,false,false
651,under_settle_08,under,IMPS,BANK_TRANSFER,1726.63,1588.50,0.00,138.13,0.00,138.13,true,1,false,false,false
652,under_settle_15,under,IMPS,BANK_TRANSFER,3041.79,2585.52,0.00,456.27,0.00,456.27,true,2,false,false,false
653,under_settle_15,under,IMPS,BANK_TRANSFER,4536.64,3856.14,0.00,680.50,0.00,680.50,true,2,false,false,false
654,clean,clean,UPI,UPI,4107.25,4107.25,0.00,0.00,0.00,0.00,true,0,false,false,false
655,under_settle_08,under,IMPS,BANK_TRANSFER,4758.50,4377.82,0.00,380.68,0.00,380.68,true,1,false,false,false
656,clean_delay_5d,clean_delay,IMPS,BANK_TRANSFER,1662.99,1662.99,0.00,0.00,0.00,0.00,true,5,false,false,false
657,clean_delay_2d,clean_delay,UPI,UPI,1108.87,1108.87,0.00,0.00,0.00,0.00,true,2,false,false,false
658,unmatched_intent,unmatched,IMPS,BANK_TRANSFER,2658.86,0.00,2658.86,0.00,0.00,2658.86,false,0,false,false,false
659,under_settle_15,under,UPI,UPI,2209.72,1878.26,0.00,331.46,0.00,331.46,true,2,false,false,false
660,unmatched_intent,unmatched,UPI,UPI,1496.82,0.00,1496.82,0.00,0.00,1496.82,false,0,false,false,false
661,under_settle_30,under,UPI,UPI,763.61,534.53,0.00,229.08,0.00,229.08,true,3,false,false,false
662,under_settle_08,under,UPI,UPI,2074.95,1908.95,0.00,166.00,0.00,166.00,true,1,false,false,false
663,under_settle_08,under,IMPS,BANK_TRANSFER,1417.07,1303.70,0.00,113.37,0.00,113.37,true,1,false,false,false
664,clean_delay_2d,clean_delay,UPI,UPI,1830.77,1830.77,0.00,0.00,0.00,0.00,true,2,false,false,false
665,under_settle_30,under,UPI,UPI,252.24,176.57,0.00,75.67,0.00,75.67,true,3,false,false,false
666,clean_delay_2d,clean_delay,UPI,UPI,2742.31,2742.31,0.00,0.00,0.00,0.00,true,2,false,false,false
667,unmatched_intent,unmatched,UPI,UPI,1433.75,0.00,1433.75,0.00,0.00,1433.75,false,0,false,false,false
668,under_settle_15,under,UPI,UPI,1250.05,1062.54,0.00,187.51,0.00,187.51,true,2,false,false,false
669,under_settle_15,under,IMPS,BANK_TRANSFER,2212.00,1880.20,0.00,331.80,0.00,331.80,true,2,false,false,false
670,under_settle_30,under,UPI,UPI,2969.48,2078.64,0.00,890.84,0.00,890.84,true,3,false,false,false
671,under_settle_08,under,IMPS,BANK_TRANSFER,129.10,118.77,0.00,10.33,0.00,10.33,true,1,false,false,false
672,ref_stress_clean,ref_stress,UPI,UPI,3588.14,3588.14,0.00,0.00,0.00,0.00,true,1,true,true,false
673,clean,clean,IMPS,BANK_TRANSFER,215.82,215.82,0.00,0.00,0.00,0.00,true,0,false,false,false
674,unmatched_intent,unmatched,UPI,UPI,156.30,0.00,156.30,0.00,0.00,156.30,false,0,false,false,false
675,ref_stress_clean,ref_stress,UPI,UPI,3770.18,3770.18,0.00,0.00,0.00,0.00,true,1,true,true,false
676,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,3225.25,3225.25,0.00,0.00,0.00,0.00,true,1,true,true,false
677,under_settle_30,under,IMPS,BANK_TRANSFER,4003.04,2802.13,0.00,1200.91,0.00,1200.91,true,3,false,false,false
678,ref_stress_clean,ref_stress,IMPS,BANK_TRANSFER,2916.05,2916.05,0.00,0.00,0.00,0.00,true,1,true,true,false
679,unmatched_intent,unmatched,UPI,UPI,1472.33,0.00,1472.33,0.00,0.00,1472.33,false,0,false,false,false
