row_id,synthetic_flag,parent_batch_id,batch_id,scenario_family,batch_template,generation_version,sample_weight,batch_total_intended_amount_minor,batch_intent_count,batch_avg_amount_minor,batch_max_amount_minor,batch_min_amount_minor,batch_amount_stddev,batch_same_beneficiary_amount_density,batch_max_pair_count,client_payout_ref_coverage_rate,currency,source_system,rail,created_hour,created_day_of_week,weekend_flag,intent_type,parse_success_rate,mapping_confidence_score,required_field_completeness_rate,canonicalization_error_rate,missing_required_field_rate,unknown_column_count,invalid_amount_rate,invalid_beneficiary_rate,provider_key,provider_missing_provider_ref_rate,provider_missing_client_ref_rate,provider_settlement_delay_p50_days,provider_settlement_delay_p95_days,settlement_delay_p50_days,settlement_delay_p95_days,predicted_leakage_rate,target_leakage_amount_minor
synthetic::LEAK_BATCH_003::005,1,LEAK_BATCH_003,SYN_03_005,control_clean,control_clean,v1,1.00,451498.632850,176,2524.356451,4533.655062,90.753694,1635.215380,0.000000,1,0.985526,INR,Razorpay,UPI,9,2,0,PAYOUT,1.000000,0.950000,1.000000,0.000000,0.004121,0,0.000182,0.000000,razorpay,0.100000,0.005882,0.000000,3.112631,0.032024,3.095460,0.006565,2964.022777
synthetic::LEAK_BATCH_003::006,1,LEAK_BATCH_003,SYN_03_006,control_clean,control_clean,v1,1.00,538169.077119,192,2822.240973,5208.217057,137.792187,1521.389383,0.031503,2,0.987624,INR,Razorpay,IMPS,8,2,0,PAYOUT,0.995657,0.934309,0.984462,0.010000,0.006398,0,0.001324,0.000221,razorpay,0.100000,0.000182,0.246691,3.598851,0.216001,3.081857,0.015187,8172.964961
synthetic::LEAK_BATCH_003::007,1,LEAK_BATCH_003,SYN_03_007,control_clean,control_clean,v1,1.00,435731.047771,176,2452.404267,4422.439935,125.759538,1335.623354,0.024158,2,0.984504,INR,Razorpay,UPI,8,2,0,PAYOUT,1.000000,0.925319,0.999147,0.000000,0.010000,0,0.000528,0.001340,razorpay,0.105203,0.000000,0.000000,3.000000,0.000000,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_003::008,1,LEAK_BATCH_003,SYN_03_008,control_clean,control_clean,v1,1.00,540664.524985,193,2834.224146,5653.947548,154.847065,1610.422944,0.000000,1,0.994892,INR,Razorpay,UPI,8,2,0,PAYOUT,0.990677,0.902743,1.000000,0.010000,0.000000,1,0.000000,0.000000,razorpay,0.117517,0.005134,0.000000,3.469310,0.038359,3.209205,0.000000,0.000000
synthetic::LEAK_BATCH_003::009,1,LEAK_BATCH_003,SYN_03_009,control_clean,control_clean,v1,1.00,480247.505957,177,2709.913226,4828.836768,154.563719,1299.166854,0.000821,1,1.000000,INR,Razorpay,UPI,8,4,0,PAYOUT,0.989454,0.950000,1.000000,0.008964,0.005604,0,0.000000,0.001496,razorpay,0.100056,0.002527,0.169697,3.000000,0.134094,3.176733,0.013449,6458.801481
synthetic::LEAK_BATCH_003::010,1,LEAK_BATCH_003,SYN_03_010,control_clean,control_clean,v1,1.00,545778.329352,200,2743.321090,5133.053138,54.866422,1571.412469,0.006516,2,1.000000,INR,Razorpay,UPI,7,2,0,PAYOUT,1.000000,0.909343,0.996575,0.001818,0.000000,0,0.000000,0.001985,razorpay,0.116908,0.000000,0.337571,4.068317,0.327024,3.629501,0.016599,9059.263099
synthetic::LEAK_BATCH_003::011,1,LEAK_BATCH_003,SYN_03_011,control_clean,control_clean,v1,1.00,472918.533026,179,2676.969888,4962.289040,53.539398,1570.429756,0.000000,1,1.000000,INR,Razorpay,UPI,8,2,0,PAYOUT,0.998904,0.936203,0.977509,0.000932,0.000000,1,0.000000,0.002858,razorpay,0.100000,0.000000,0.000000,3.422826,0.000000,3.650491,0.000000,0.000000
synthetic::LEAK_BATCH_003::012,1,LEAK_BATCH_003,SYN_03_012,control_clean,control_clean,v1,1.00,467878.282548,186,2525.419682,4747.790978,77.436658,1470.120586,0.000838,1,1.000000,INR,Razorpay,UPI,9,2,0,PAYOUT,0.985000,0.915056,0.992247,0.010000,0.000000,1,0.000000,0.000639,razorpay,0.100000,0.000000,0.150691,3.000000,0.000000,3.077022,0.020000,9357.565651
synthetic::LEAK_BATCH_003::013,1,LEAK_BATCH_003,SYN_03_013,control_clean,control_clean,v1,1.00,503012.375014,204,2497.035719,4543.896102,129.954903,1490.965697,0.012729,1,0.984297,INR,Razorpay,UPI,7,1,0,PAYOUT,1.000000,0.931367,0.984485,0.000000,0.000000,0,0.000000,0.003000,razorpay,0.100000,0.000000,0.000000,3.000000,0.084895,3.217194,0.004056,2040.174259
synthetic::LEAK_BATCH_003::014,1,LEAK_BATCH_003,SYN_03_014,control_clean,control_clean,v1,1.00,544745.237142,211,2618.121049,4931.283224,152.102480,1488.555912,0.036433,2,0.985560,INR,Razorpay,IMPS,7,2,0,PAYOUT,1.000000,0.950000,0.999295,0.000000,0.000592,1,0.002009,0.002201,razorpay,0.100000,0.008128,0.265536,3.196653,0.059696,3.000000,0.012338,6721.039764
synthetic::LEAK_BATCH_003::015,1,LEAK_BATCH_003,SYN_03_015,control_clean,control_clean,v1,1.00,485491.550539,186,2633.273139,4967.156443,175.235270,1373.504738,0.000000,1,1.000000,INR,Razorpay,IMPS,6,1,0,PAYOUT,0.993273,0.945971,0.992333,0.005718,0.005932,0,0.000000,0.003000,razorpay,0.111024,0.001042,0.472527,3.284512,0.126160,3.359641,0.007069,3432.120785
synthetic::LEAK_BATCH_003::016,1,LEAK_BATCH_003,SYN_03_016,control_clean,control_clean,v1,1.00,486218.580422,182,2693.535342,5306.487555,132.300907,1461.230618,0.012642,1,1.000000,INR,Razorpay,IMPS,9,2,0,PAYOUT,0.985762,0.932820,0.997387,0.010000,0.005089,0,0.000000,0.003000,razorpay,0.111293,0.000000,0.347970,3.846128,0.041367,3.124800,0.006466,3144.131816
synthetic::LEAK_BATCH_003::017,1,LEAK_BATCH_003,SYN_03_017,control_clean,control_clean,v1,1.00,450512.582236,182,2437.661861,4764.053127,85.417300,1477.837223,0.023003,2,1.000000,INR,Razorpay,UPI,7,1,0,PAYOUT,0.987114,0.899775,1.000000,0.010000,0.010000,0,0.002793,0.003000,razorpay,0.100000,0.003928,0.133066,3.007744,0.135917,3.000000,0.001786,804.611919
synthetic::LEAK_BATCH_003::018,1,LEAK_BATCH_003,SYN_03_018,control_clean,control_clean,v1,1.00,515269.943563,197,2559.779576,4913.878472,56.618782,1329.702980,0.000000,1,1.000000,INR,Razorpay,UPI,8,2,0,PAYOUT,0.994189,0.943416,0.989038,0.004940,0.000000,0,0.000000,0.000104,razorpay,0.100000,0.000000,0.000000,3.000000,0.137026,3.424046,0.005745,2960.329423
synthetic::LEAK_BATCH_003::019,1,LEAK_BATCH_003,SYN_03_019,control_clean,control_clean,v1,1.00,524258.059476,210,2551.606764,5334.124971,51.032135,1533.257786,0.025560,2,0.996366,INR,Razorpay,UPI,9,2,0,PAYOUT,1.000000,0.922584,0.989648,0.010000,0.000000,0,0.001691,0.002387,razorpay,0.120061,0.003717,0.091119,3.128199,0.119199,3.125454,0.000000,0.000000
synthetic::LEAK_BATCH_003::020,1,LEAK_BATCH_003,SYN_03_020,control_clean,control_clean,v1,1.00,535182.921507,210,2609.496079,5132.000238,121.048338,1562.776681,0.016363,2,1.000000,INR,Razorpay,UPI,9,2,0,PAYOUT,0.991828,0.938014,1.000000,0.007914,0.001531,0,0.000506,0.000153,razorpay,0.115642,0.004921,0.203946,3.372030,0.339413,3.024155,0.012729,6812.269024
synthetic::LEAK_BATCH_004::001,1,LEAK_BATCH_004,SYN_04_001,control_clean,control_clean,v1,1.00,543161.652566,232,2365.471813,4963.441747,116.672785,1319.647300,0.000000,1,1.000000,INR,Razorpay,IMPS,9,3,0,PAYOUT,1.000000,0.936125,0.992720,0.002953,0.000773,0,0.000000,0.000160,razorpay,0.104230,0.004489,0.000000,3.000000,0.000000,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_004::002,1,LEAK_BATCH_004,SYN_04_002,control_clean,control_clean,v1,1.00,491876.099212,216,2294.552310,4570.787618,124.287109,1422.019705,0.000000,1,1.000000,INR,Razorpay,IMPS,8,0,0,PAYOUT,1.000000,0.950000,0.992130,0.000000,0.000000,0,0.000000,0.000141,razorpay,0.100000,0.000000,0.500543,3.293826,0.459751,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_004::003,1,LEAK_BATCH_004,SYN_04_003,control_clean,control_clean,v1,1.00,559166.036454,231,2421.030057,4455.949596,183.851268,1502.550647,0.004901,1,0.998634,INR,Razorpay,IMPS,8,2,0,PAYOUT,1.000000,0.924171,0.989760,0.000000,0.000000,0,0.000000,0.000000,razorpay,0.108104,0.002666,0.000000,3.000000,0.000000,3.303519,0.020000,11183.320729
synthetic::LEAK_BATCH_004::004,1,LEAK_BATCH_004,SYN_04_004,control_clean,control_clean,v1,1.00,493678.407346,219,2288.304367,4757.087087,209.097309,1471.609222,0.007591,2,0.986223,INR,Razorpay,IMPS,7,3,0,PAYOUT,0.998652,0.883217,0.993091,0.005590,0.000000,2,0.002439,0.002695,razorpay,0.109697,0.004786,0.000000,3.952340,0.250509,4.105350,0.000000,0.000000
synthetic::LEAK_BATCH_004::005,1,LEAK_BATCH_004,SYN_04_005,control_clean,control_clean,v1,1.00,534701.855606,216,2550.794532,5428.329392,139.072199,1298.627164,0.027806,2,1.000000,INR,Razorpay,UPI,6,3,0,PAYOUT,1.000000,0.912259,0.991602,0.000000,0.001661,1,0.001457,0.001972,razorpay,0.120983,0.000000,0.419654,3.179334,0.000000,3.407097,0.005881,3144.658498
synthetic::LEAK_BATCH_004::006,1,LEAK_BATCH_004,SYN_04_006,control_clean,control_clean,v1,1.00,552877.079385,219,2573.223923,5220.679470,180.673371,1310.519306,0.000000,1,1.000000,INR,Razorpay,UPI,9,1,0,PAYOUT,1.000000,0.940969,1.000000,0.005258,0.000069,0,0.000827,0.002293,razorpay,0.100000,0.000134,0.000000,3.678600,0.317301,3.474454,0.000000,0.000000
synthetic::LEAK_BATCH_004::007,1,LEAK_BATCH_004,SYN_04_007,control_clean,control_clean,v1,1.00,535852.280886,236,2340.236481,5003.861257,93.149508,1487.300778,0.025121,2,1.000000,INR,Razorpay,UPI,9,3,0,PAYOUT,0.999279,0.931324,1.000000,0.000613,0.000000,1,0.001972,0.000000,razorpay,0.103972,0.000675,0.243392,3.300199,0.301034,3.277848,0.018360,9838.062179
synthetic::LEAK_BATCH_004::008,1,LEAK_BATCH_004,SYN_04_008,control_clean,control_clean,v1,1.00,539310.984173,226,2401.571269,5102.796978,203.443708,1585.478926,0.000000,1,1.000000,INR,Razorpay,IMPS,8,3,0,PAYOUT,0.997413,0.950000,1.000000,0.002199,0.010000,0,0.000000,0.000000,razorpay,0.107105,0.005444,0.135948,3.083201,0.096062,3.169687,0.000000,0.000000
synthetic::LEAK_BATCH_004::009,1,LEAK_BATCH_004,SYN_04_009,control_clean,control_clean,v1,1.00,571914.436249,228,2445.032512,5216.548819,126.309239,1386.951503,0.013771,1,1.000000,INR,Razorpay,IMPS,8,3,0,PAYOUT,0.999392,0.930045,1.000000,0.008888,0.000000,1,0.000939,0.000881,razorpay,0.101915,0.001790,0.040656,3.000000,0.338439,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_004::010,1,LEAK_BATCH_004,SYN_04_010,control_clean,control_clean,v1,1.00,550393.503346,228,2378.439243,4726.762377,123.909054,1478.471538,0.003562,1,0.974107,INR,Razorpay,IMPS,8,6,1,PAYOUT,1.000000,0.924400,1.000000,0.000000,0.000000,0,0.003000,0.000000,razorpay,0.107336,0.000953,0.215480,3.243207,0.000000,3.197386,0.000000,0.000000
synthetic::LEAK_BATCH_004::011,1,LEAK_BATCH_004,SYN_04_011,control_clean,control_clean,v1,1.00,544520.400069,228,2355.881889,4863.792951,93.739515,1331.149091,0.000000,1,0.994325,INR,Razorpay,IMPS,10,3,0,PAYOUT,1.000000,0.912755,0.999000,0.000000,0.006139,0,0.000307,0.000000,razorpay,0.100000,0.000703,0.158877,3.400092,0.283961,3.000000,0.001761,958.939790
synthetic::LEAK_BATCH_004::012,1,LEAK_BATCH_004,SYN_04_012,control_clean,control_clean,v1,1.00,556523.212823,227,2465.107293,5117.744618,121.201786,1427.966568,0.004856,1,1.000000,INR,Razorpay,IMPS,8,3,0,PAYOUT,0.999976,0.923439,1.000000,0.004610,0.008795,1,0.000167,0.001799,razorpay,0.106059,0.000000,0.603487,3.000000,0.059715,3.289743,0.000000,0.000000
synthetic::LEAK_BATCH_004::013,1,LEAK_BATCH_004,SYN_04_013,control_clean,control_clean,v1,1.00,544746.047112,209,2577.176352,5210.850100,129.393634,1519.547266,0.012883,1,0.998241,INR,Razorpay,UPI,9,3,0,PAYOUT,1.000000,0.950000,0.994931,0.005882,0.000000,0,0.000000,0.000000,razorpay,0.108705,0.001662,0.000000,3.438508,0.021377,3.453755,0.000000,0.000000
synthetic::LEAK_BATCH_004::014,1,LEAK_BATCH_004,SYN_04_014,control_clean,control_clean,v1,1.00,596038.808255,253,2329.922081,4359.412374,85.167655,1372.976591,0.003902,2,0.995353,INR,Razorpay,UPI,9,3,0,PAYOUT,0.996371,0.913168,0.979433,0.003085,0.007521,1,0.003000,0.001863,razorpay,0.117948,0.000547,0.000000,3.118840,0.432841,3.359637,0.000000,0.000000
synthetic::LEAK_BATCH_004::015,1,LEAK_BATCH_004,SYN_04_015,control_clean,control_clean,v1,1.00,581096.177776,234,2432.002101,5126.745248,138.339688,1480.430358,0.000863,1,0.986159,INR,Razorpay,IMPS,9,3,0,PAYOUT,0.994191,0.930839,0.992185,0.004938,0.000000,2,0.000486,0.000000,razorpay,0.120101,0.000000,0.000000,3.283527,0.106325,3.102839,0.000000,0.000000
synthetic::LEAK_BATCH_004::016,1,LEAK_BATCH_004,SYN_04_016,control_clean,control_clean,v1,1.00,484305.362739,213,2288.850468,4574.736682,166.465675,1354.212235,0.007470,1,0.983857,INR,Razorpay,IMPS,7,3,0,PAYOUT,1.000000,0.943347,0.993370,0.000222,0.000000,0,0.000000,0.000000,razorpay,0.100000,0.009758,0.422110,3.000000,0.381830,3.000000,0.000000,0.000000
synthetic::LEAK_BATCH_004::017,1,LEAK_BATCH_004,SYN_04_017,control_clean,control_clean,v1,1.00,560597.833971,223,2475.243679,5048.879811,153.480281,1493.805291,0.000000,1,1.000000,INR,Razorpay,IMPS,7,1,0,PAYOUT,1.000000,0.914507,1.000000,0.000000,0.007173,1,0.003000,0.001753,razorpay,0.113246,0.000948,0.582767,3.028201,0.207059,3.062725,0.000000,0.000000
synthetic::LEAK_BATCH_004::018,1,LEAK_BATCH_004,SYN_04_018,control_clean,control_clean,v1,1.00,522945.401411,211,2427.628797,5260.752476,86.761685,1366.096671,0.000000,1,1.000000,INR,Razorpay,IMPS,8,0,0,PAYOUT,1.000000,0.940829,0.970000,0.009400,0.001362,0,0.000000,0.003000,razorpay,0.121409,0.000000,0.000000,4.121413,0.132565,3.676000,0.016135,8437.890963
synthetic::LEAK_BATCH_004::019,1,LEAK_BATCH_004,SYN_04_019,control_clean,control_clean,v1,1.00,496665.136603,207,2366.155683,5130.760181,143.145221,1454.221918,0.014732,1,1.000000,INR,Razorpay,IMPS,8,3,0,PAYOUT,1.000000,0.950000,1.000000,0.000529,0.000000,0,0.000312,0.000000,razorpay,0.120972,0.001443,0.013794,3.000000,0.115884,3.000000,0.009983,4958.428360
synthetic::LEAK_BATCH_004::020,1,LEAK_BATCH_004,SYN_04_020,control_clean,control_clean,v1,1.00,533875.350884,233,2265.235036,5075.612697,82.964953,1499.016802,0.002087,1,0.996863,INR,Razorpay,IMPS,9,1,0,PAYOUT,0.990816,0.946108,1.000000,0.010000,0.004067,0,0.002432,0.003000,razorpay,0.100000,0.000000,0.178206,4.236708,0.000000,3.601128,0.000000,0.000000
synthetic::LEAK_BATCH_005::001,1,LEAK_BATCH_005,SYN_05_001,unmatched_heavy,unmatched_heavy,v1,1.00,476869.889727,200,2409.731419,4615.616236,48.194628,1432.381324,0.007306,3,0.929710,INR,Razorpay,IMPS,9,4,0,PAYOUT,0.968843,0.778698,0.945475,0.026484,0.027861,4,0.001967,0.006102,razorpay,0.184663,0.010123,1.869225,5.680207,1.268514,4.777252,0.331311,157992.352242
synthetic::LEAK_BATCH_005::002,1,LEAK_BATCH_005,SYN_05_002,unmatched_heavy,unmatched_heavy,v1,1.00,535752.607413,203,2629.943717,5154.679392,52.598874,1384.400327,0.004769,3,0.939825,INR,Razorpay,IMPS,7,4,0,PAYOUT,0.962249,0.814828,0.971939,0.030000,0.023345,3,0.004861,0.004936,razorpay,0.188713,0.011280,2.342292,4.868106,1.891579,5.116419,0.324650,173932.323265
synthetic::LEAK_BATCH_005::003,1,LEAK_BATCH_005,SYN_05_003,unmatched_heavy,unmatched_heavy,v1,1.00,522163.759343,215,2453.934276,4894.820873,111.467350,1320.678725,0.034601,4,0.938294,INR,Razorpay,UPI,7,3,0,PAYOUT,0.975501,0.784697,0.956605,0.027476,0.022088,3,0.005767,0.003625,razorpay,0.191158,0.004918,1.770411,5.841826,1.487688,5.071326,0.344506,179888.548001
synthetic::LEAK_BATCH_005::004,1,LEAK_BATCH_005,SYN_05_004,unmatched_heavy,unmatched_heavy,v1,1.00,484301.060384,188,2543.570732,4907.818085,145.996207,1385.672811,0.022132,3,0.951058,INR,Razorpay,IMPS,8,4,0,PAYOUT,0.972331,0.819780,0.955436,0.023519,0.013224,4,0.005317,0.005439,razorpay,0.176433,0.015923,1.272630,5.216971,1.594200,4.892346,0.355125,171987.249463
synthetic::LEAK_BATCH_005::005,1,LEAK_BATCH_005,SYN_05_005,unmatched_heavy,unmatched_heavy,v1,1.00,530371.158843,214,2566.870961,5419.505956,59.816862,1668.869026,0.026874,4,0.900000,INR,Razorpay,IMPS,8,4,0,PAYOUT,0.963763,0.813931,0.945012,0.030000,0.023918,4,0.005197,0.008000,razorpay,0.196004,0.015373,2.061499,5.849879,2.000000,5.970575,0.347035,184057.255996
synthetic::LEAK_BATCH_005::006,1,LEAK_BATCH_005,SYN_05_006,unmatched_heavy,unmatched_heavy,v1,1.00,527451.267528,198,2639.724301,4950.697050,105.553413,1593.385796,0.045336,4,0.915145,INR,Razorpay,IMPS,8,4,0,PAYOUT,0.969800,0.775991,0.940000,0.025670,0.014594,4,0.005088,0.004343,razorpay,0.180885,0.010716,1.802737,5.375347,1.645778,5.963897,0.351900,185610.324810
synthetic::LEAK_BATCH_005::007,1,LEAK_BATCH_005,SYN_05_007,unmatched_heavy,unmatched_heavy,v1,1.00,605541.929855,217,2751.599875,5263.463086,79.031389,1645.117716,0.023824,4,0.940880,INR,Razorpay,IMPS,7,4,0,PAYOUT,0.980199,0.771829,0.944428,0.019093,0.025309,3,0.004905,0.004722,razorpay,0.204238,0.016237,1.781967,5.653868,1.774750,5.354656,0.342476,207383.571506
synthetic::LEAK_BATCH_005::008,1,LEAK_BATCH_005,SYN_05_008,unmatched_heavy,unmatched_heavy,v1,1.00,535193.571534,203,2706.420393,5367.702438,54.128408,1625.429297,0.013588,2,0.971654,INR,Razorpay,IMPS,8,4,0,PAYOUT,0.982040,0.853266,0.989779,0.015266,0.025157,3,0.003886,0.002521,razorpay,0.155578,0.009688,1.047302,4.604771,1.476981,4.747303,0.294335,157526.169826
synthetic::LEAK_BATCH_005::009,1,LEAK_BATCH_005,SYN_05_009,unmatched_heavy,unmatched_heavy,v1,1.00,549050.621213,216,2554.493755,4737.818451,229.475881,1448.850913,0.038396,4,0.916443,INR,Razorpay,IMPS,9,0,0,PAYOUT,0.968187,0.755846,0.965163,0.027041,0.024692,4,0.005093,0.003510,razorpay,0.180090,0.014205,1.759265,6.221902,1.511683,5.393463,0.316269,173647.711203
synthetic::LEAK_BATCH_005::010,1,LEAK_BATCH_005,SYN_05_010,unmatched_heavy,unmatched_heavy,v1,1.00,586090.652432,218,2688.228926,5151.129195,157.626669,1588.821487,0.000000,3,0.930071,INR,Razorpay,UPI,8,0,0,PAYOUT,0.969411,0.802407,0.951105,0.026001,0.007994,5,0.002080,0.005642,razorpay,0.172540,0.017705,1.280280,5.179346,1.376847,5.900000,0.330815,193887.732969
synthetic::LEAK_BATCH_005::011,1,LEAK_BATCH_005,SYN_05_011,unmatched_heavy,unmatched_heavy,v1,1.00,515516.592548,204,2520.818085,4925.320585,154.758847,1561.718728,0.031433,4,0.903142,INR,Razorpay,IMPS,9,2,0,PAYOUT,0.968071,0.779396,0.951193,0.027140,0.030000,5,0.003600,0.007671,razorpay,0.201142,0.009331,1.748411,6.604528,1.733476,5.434488,0.322451,166228.819675
synthetic::LEAK_BATCH_005::012,1,LEAK_BATCH_005,SYN_05_012,unmatched_heavy,unmatched_heavy,v1,1.00,511647.037152,215,2424.037355,4746.561274,48.480747,1388.230240,0.037877,4,0.941423,INR,Razorpay,IMPS,8,4,0,PAYOUT,0.960000,0.823020,0.948556,0.030000,0.026541,5,0.003570,0.006033,razorpay,0.185932,0.005328,2.041030,5.056799,1.722461,4.893549,0.339118,173508.785181
synthetic::LEAK_BATCH_005::013,1,LEAK_BATCH_005,SYN_05_013,unmatched_heavy,unmatched_heavy,v1,1.00,540867.429487,204,2715.578619,4745.097966,167.261608,1590.618373,0.031038,4,0.907214,INR,Razorpay,UPI,7,0,0,PAYOUT,0.960243,0.751879,0.940000,0.030000,0.025402,4,0.007622,0.003620,razorpay,0.202900,0.020000,1.979565,6.303335,1.886025,6.351278,0.337891,182754.231687
synthetic::LEAK_BATCH_005::014,1,LEAK_BATCH_005,SYN_05_014,unmatched_heavy,unmatched_heavy,v1,1.00,587666.619717,228,2547.292441,4849.000764,181.653142,1492.391268,0.012716,4,0.909831,INR,Razorpay,IMPS,8,4,0,PAYOUT,0.960000,0.727175,0.952969,0.030000,0.022519,4,0.007923,0.004269,razorpay,0.201940,0.015785,2.216152,5.521701,1.885601,5.658085,0.340722,200230.669693
synthetic::LEAK_BATCH_005::015,1,LEAK_BATCH_005,SYN_05_015,unmatched_heavy,unmatched_heavy,v1,1.00,538893.267972,216,2484.350505,4683.992864,85.425874,1601.976177,0.035234,4,0.956467,INR,Razorpay,IMPS,9,6,1,PAYOUT,0.977148,0.794575,0.947271,0.019425,0.018576,2,0.001723,0.003707,razorpay,0.194649,0.015405,1.960339,5.218301,1.678062,5.123284,0.344602,185703.560303
synthetic::LEAK_BATCH_005::016,1,LEAK_BATCH_005,SYN_05_016,unmatched_heavy,unmatched_heavy,v1,1.00,534869.799728,218,2437.157045,4540.144594,133.076542,1321.676366,0.027628,4,0.922911,INR,Razorpay,IMPS,6,4,0,PAYOUT,0.973869,0.755192,0.962193,0.022211,0.015573,4,0.003020,0.005324,razorpay,0.190312,0.007517,1.554566,5.971425,1.753248,5.506890,0.330405,176723.531381
synthetic::LEAK_BATCH_005::017,1,LEAK_BATCH_005,SYN_05_017,unmatched_heavy,unmatched_heavy,v1,1.00,553785.269916,222,2421.543460,4641.559987,48.430869,1429.692324,0.034562,3,0.928639,INR,Razorpay,IMPS,8,4,0,PAYOUT,0.976644,0.820065,0.956018,0.022928,0.017718,2,0.001054,0.003811,razorpay,0.162915,0.015827,1.182387,4.630535,1.336387,4.954579,0.312969,173317.436134
synthetic::LEAK_BATCH_005::018,1,LEAK_BATCH_005,SYN_05_018,unmatched_heavy,unmatched_heavy,v1,1.00,591777.475075,231,2542.776904,5395.088219,85.494561,1562.237710,0.012622,4,0.907286,INR,Razorpay,IMPS,10,1,0,PAYOUT,0.965381,0.743436,0.950725,0.029426,0.020472,4,0.004981,0.005772,razorpay,0.188726,0.010841,2.298977,6.773256,2.000000,5.566737,0.356852,211177.073559
synthetic::LEAK_BATCH_005::019,1,LEAK_BATCH_005,SYN_05_019,unmatched_heavy,unmatched_heavy,v1,1.00,535101.600215,215,2425.592446,4611.514929,48.511849,1622.573665,0.016724,3,0.938420,INR,Razorpay,IMPS,8,6,1,PAYOUT,0.979564,0.753547,0.975831,0.017371,0.016003,3,0.003156,0.003173,razorpay,0.177083,0.020000,2.061263,5.058935,1.906754,5.717250,0.326744,174841.364138
synthetic::LEAK_BATCH_005::020,1,LEAK_BATCH_005,SYN_05_020,unmatched_heavy,unmatched_heavy,v1,1.00,636304.318653,229,2736.438811,5123.826609,121.549650,1631.975632,0.033170,3,0.953354,INR,Razorpay,IMPS,8,3,0,PAYOUT,0.977582,0.774875,0.975421,0.022344,0.026202,3,0.007066,0.000929,razorpay,0.175633,0.003039,1.547198,5.663524,1.256890,4.797953,0.333776,212383.364462
synthetic::LEAK_BATCH_006::001,1,LEAK_BATCH_006,SYN_06_001,unmatched_heavy,unmatched_heavy,v1,1.00,623617.729953,232,2659.170149,5183.993924,172.949026,1480.682194,0.025269,4,0.903985,INR,Razorpay,UPI,7,4,0,PAYOUT,0.973805,0.754473,0.951531,0.025660,0.030000,5,0.007533,0.005993,razorpay,0.201522,0.019500,2.084500,6.310700,1.837037,5.597192,0.333889,208219.055612
synthetic::LEAK_BATCH_006::002,1,LEAK_BATCH_006,SYN_06_002,unmatched_heavy,unmatched_heavy,v1,1.00,586547.398293,241,2438.208063,4568.143301,61.793898,1519.173217,0.009874,3,0.935067,INR,Razorpay,UPI,10,4,0,PAYOUT,0.977328,0.812371,0.972726,0.026422,0.018911,4,0.001954,0.003186,razorpay,0.162894,0.020000,1.292885,4.748705,1.337787,5.621495,0.320801,188164.762167
synthetic::LEAK_BATCH_006::003,1,LEAK_BATCH_006,SYN_06_003,unmatched_heavy,unmatched_heavy,v1,1.00,637915.921117,240,2611.754584,4902.861424,155.781270,1537.463431,0.016785,4,0.948263,INR,Razorpay,IMPS,9,5,1,PAYOUT,0.982953,0.755828,0.944017,0.030000,0.012025,3,0.008000,0.005529,razorpay,0.199656,0.020000,1.908362,6.207025,1.751576,6.271992,0.337902,215553.198457
synthetic::LEAK_BATCH_006::004,1,LEAK_BATCH_006,SYN_06_004,unmatched_heavy,unmatched_heavy,v1,1.00,670082.973804,252,2576.958231,4758.495251,142.973998,1512.190950,0.023570,4,0.923928,INR,Razorpay,UPI,8,5,1,PAYOUT,0.961868,0.764371,0.950252,0.030000,0.024944,3,0.008000,0.003826,razorpay,0.200947,0.015700,2.089109,6.709618,1.647963,6.304817,0.334490,224136.366660
synthetic::LEAK_BATCH_006::005,1,LEAK_BATCH_006,SYN_06_005,unmatched_heavy,unmatched_heavy,v1,1.00,546645.043198,225,2449.979842,4901.813564,48.999597,1509.091978,0.037265,3,0.931777,INR,Razorpay,UPI,8,5,1,PAYOUT,0.980654,0.818641,0.973845,0.016444,0.015134,3,0.001969,0.003861,razorpay,0.176151,0.000000,1.546431,5.253516,1.311294,4.848101,0.320022,174938.279118
synthetic::LEAK_BATCH_006::006,1,LEAK_BATCH_006,SYN_06_006,unmatched_heavy,unmatched_heavy,v1,1.00,622587.519737,242,2590.655422,5002.416254,113.059834,1393.766114,0.000000,3,0.959692,INR,Razorpay,UPI,8,5,1,PAYOUT,0.985698,0.810948,0.954129,0.020576,0.025557,4,0.004494,0.003438,razorpay,0.181837,0.004427,1.385137,4.657497,1.215917,5.034849,0.318027,197999.809754
synthetic::LEAK_BATCH_006::007,1,LEAK_BATCH_006,SYN_06_007,unmatched_heavy,unmatched_heavy,v1,1.00,715531.582735,270,2625.313156,4922.090275,112.466010,1471.461108,0.013133,3,0.945281,INR,Razorpay,IMPS,8,5,1,PAYOUT,0.969076,0.790216,0.960098,0.026285,0.016040,5,0.002620,0.006830,razorpay,0.179991,0.010825,1.836863,6.170475,1.809401,5.827865,0.339318,242792.928739
